parameter,parameter_label,parameter_key,parameter_value,manuscript_environment,internal_environment,requested_epochs,episode_count,valid_count,seed_min,seed_max,path_length_mean,path_length_std,path_length_min,path_length_max,path_length_median,maximum_curvature_mean,maximum_curvature_std,maximum_curvature_min,maximum_curvature_max,maximum_curvature_median,minimum_clearance_mean,minimum_clearance_std,minimum_clearance_min,minimum_clearance_max,minimum_clearance_median,smoothness_mean,smoothness_std,smoothness_min,smoothness_max,smoothness_median,wheel_effort_mean,wheel_effort_std,wheel_effort_min,wheel_effort_max,wheel_effort_median,centering_mean,centering_std,centering_min,centering_max,centering_median,computation_time_seconds_mean,computation_time_seconds_std,computation_time_seconds_min,computation_time_seconds_max,computation_time_seconds_median,collision_count_sum,collision_count_mean,collision_rate
rho,A* Seed Ratio,seed_ratio,0.9,Level-2,Moderate-I,30,30,30,20770704,20770733,22.13049464598024,0.310451452732099,21.624674155390746,23.12715988364545,22.059771012658913,89.05648268796766,224.60513891783663,7.449929001105579,1268.172265185758,28.44374720915823,0.27328316786640855,0.02548810495571894,0.223606797749979,0.30000000000000004,0.28284271247461906,194.96653766823528,21.502558588166746,150.60296274350313,254.4044872141244,192.52718070432098,44.111937114631736,19.638275047279794,25.49105723327789,123.27655335214655,36.69187125905316,1449.586283265776,28.1985128000739,1404.081707379439,1506.9397303558223,1449.1522726276141,193.6556764602661,10.433850524954515,181.692565202713,216.16647839546204,188.02325773239136,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,1.0,Level-2,Moderate-I,30,30,30,20770704,20770733,22.084709177304372,0.3235512805292832,21.51605565622188,22.813528558483654,21.97675396177905,43.367936401127444,72.46033318181956,7.955962012856424,375.9736790452349,15.913530906523928,0.26990601646894524,0.028590364470082737,0.223606797749979,0.30000000000000004,0.28284271247461906,184.8177229750838,23.431897670558204,154.17059701397562,249.67903862192833,180.74290778446553,36.38169912042602,10.822118838230127,25.80203501267124,68.67166061272205,33.00959926762761,1454.8703465981946,33.77842463566799,1375.443154002232,1532.7692261437446,1449.5864562568386,181.88731954892475,9.310540376263914,169.4459958076477,200.21705889701843,178.55730497837067,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.0,Level-3,Moderate-III,30,30,30,20790704,20790733,16.530100988616756,0.8057355465488643,15.276998096338861,18.966869481483425,16.245511528883007,430.58808733016235,1532.5890320859523,6.1357477081788945,8378.101930955476,57.765135049172926,0.21712589138331514,0.022869498413116047,0.1,0.223606797749979,0.223606797749979,312.5817574919472,28.8241655353713,268.5951486993985,375.7646546717984,300.70261022296563,335.694508359392,58.693634137503444,244.72935613432304,479.83350885308516,333.2231817811017,1429.6009746950544,52.09453599149233,1302.1983946384717,1582.5777494808071,1429.095698286596,158.64619549910228,5.31758367827755,151.05018067359924,167.76759481430054,156.61125028133392,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.25,Level-3,Moderate-III,30,30,30,20790704,20790733,15.702571547062469,1.9170234214469069,14.213136821101472,21.29844172370418,15.005404495621605,53.036056154162694,128.38083899558234,5.047528009223472,731.2917306841356,20.577421508863093,0.2204592247166485,0.008024768158705405,0.2,0.223606797749979,0.223606797749979,247.21617632747194,63.10499028467846,170.38812391131358,411.0235426362077,226.36331289489493,262.56420087074235,101.16695302342733,177.31945391163484,664.4178141990574,237.22083777078595,1596.8405851955372,65.10962843608124,1464.875124539531,1760.391804042258,1588.245204620772,167.00665273666382,3.8220060306628523,160.1403603553772,178.21434831619263,166.95929884910583,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.5,Level-3,Moderate-III,30,30,30,20790704,20790733,15.486687641699035,1.323801499493344,14.396053029433487,20.411471232413263,15.013578006501055,50.4112713725078,61.77556478266399,5.990553964062768,248.35596958027458,24.901074235568164,0.21652475842498534,0.01081799376047919,0.2,0.223606797749979,0.223606797749979,234.63044634015606,36.33995254336189,185.4258879309721,357.3998183669885,224.9871805661856,227.11957311371054,67.84451172219573,142.81251170989398,526.1512714932185,212.08822682515182,1575.668040696706,75.33936007266463,1429.2581569614701,1727.0026003370074,1570.681653191336,153.7449875195821,8.58082939749095,138.1498363018036,165.6464295387268,157.3624700307846,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.7,Level-3,Moderate-III,30,30,30,20790704,20790733,15.224024127796152,1.3784431240459698,14.150507508794187,19.52976772101375,14.7465901328432,43.36668586118387,67.44921018066702,5.664982718509014,369.8306814486739,22.13444168082037,0.2204592247166485,0.008024768158705405,0.2,0.223606797749979,0.223606797749979,231.22731158869928,44.16672275818277,188.1231961479422,358.48202162695776,217.61963745512853,251.24609563245764,80.43616570359907,156.67111821310118,515.406245803072,237.1589906455368,1581.743078054075,59.948383956844424,1487.2635413643734,1717.1873515517148,1577.5193577584469,140.2789425134659,4.294046497190934,133.99066543579102,151.18835067749023,139.2777397632599,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.9,Level-3,Moderate-III,30,30,30,20790704,20790733,15.094682102511666,0.8573746098791304,14.28560196032528,18.54786926593263,14.828218099145293,32.22744202189971,24.476836201893235,9.51677661514819,101.01325178038252,23.733047399678217,0.21633899812498256,0.023038472684016247,0.1,0.223606797749979,0.223606797749979,239.81613812716878,134.97814666918686,174.26254813283234,953.6576891421716,213.79700993226976,249.02474914798046,122.0294490223472,131.71553827226697,841.9755956933105,224.96778243358182,1560.8324852114042,64.58240414377028,1455.4330673638342,1816.2406505118295,1552.1740997073337,131.77336518764497,2.416210797156471,127.33872747421265,136.6784348487854,131.27251088619232,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,1.0,Level-3,Moderate-III,30,30,30,20790704,20790733,15.215030026423026,0.7575267554165022,14.149170621473846,17.125026760110458,15.073719825471894,77.53567816032664,182.41979907976005,7.447415557480426,947.4895305606708,17.757417631898228,0.21337718539165482,0.011698009275174379,0.2,0.223606797749979,0.223606797749979,231.35682222627094,36.748937356493784,185.76345552638452,364.2723460197261,225.89740965248927,229.6401371853318,73.77941113011701,146.75021361938997,556.6437490423618,219.98411395927332,1555.895726960539,42.972881324103255,1479.812868993574,1642.3989963919516,1555.589564098118,136.63627209663392,3.7471772159174144,125.97595572471619,142.43184328079224,137.1323608160019,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.0,Level-4,Moderate-II,30,30,30,20780704,20780733,25.000592117313026,0.6758122466343052,23.329317723022985,26.058373062784707,25.107148872150592,13.602786614742573,5.439699345209743,6.049648946373511,30.723777724540344,12.107821978903274,0.27691912100215504,0.01777077441739202,0.223606797749979,0.28284271247461906,0.28284271247461906,370.82191004580983,27.664463530393956,310.3694888469463,465.64921163813415,369.4146771350639,170.49544217761726,41.61739798327161,130.71452622254537,344.4622196127663,161.0445851447958,1536.1542329199374,34.203830906733096,1460.2000041339222,1611.5192310859425,1536.4950537429263,172.16434795061747,3.7113782705451555,164.7955515384674,179.49728322029114,172.291978597641,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.25,Level-4,Moderate-II,30,30,30,20780704,20780733,21.657483041131588,0.6013619373479687,21.25408708722202,24.61590392829912,21.543524394687495,6.974506680473183,4.936358718739066,4.184954362990393,31.027938094555306,5.423586398453368,0.2611228770755844,0.02854545616677508,0.223606797749979,0.28284271247461906,0.28284271247461906,298.22719476324517,18.363541925191576,274.798001157734,360.9064549659448,294.75846689940977,125.83505818383438,26.135196230501368,90.92453830985622,236.06477018610386,126.37432935621833,1617.6040543654126,32.75724411063118,1563.9030399644519,1681.9129099287743,1613.6386696968452,185.4400379180908,11.963978098288123,166.4734489917755,207.7371129989624,187.70030605793,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.5,Level-4,Moderate-II,30,30,30,20780704,20780733,21.595506961722737,0.4202614176284129,21.14571650737762,22.803941071066433,21.51437937337051,1618.7805732528734,8665.142594026258,4.142910859162512,48281.9056206337,6.1645585576782125,0.26309740756640576,0.02792407799438737,0.223606797749979,0.28284271247461906,0.28284271247461906,305.7865049436869,27.642239084536286,273.15784354217584,385.7681176131621,301.73876201631134,134.38082909478453,37.06113625764468,97.77552533974549,264.92091130429367,122.33409095777583,1619.3727908545018,31.358022211585535,1514.5636412633392,1664.7773447675272,1617.690158549885,181.19054713249207,8.136665058333284,168.7847285270691,192.78976464271545,183.86146485805511,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.7,Level-4,Moderate-II,30,30,30,20780704,20780733,21.582568300865354,0.45788544116001034,21.000192221843992,23.057102800085957,21.475848111618657,130.2554495213645,658.1928608776718,4.16101866797249,3674.5546385281937,5.777054812065993,0.2591483465847631,0.029019553104476983,0.223606797749979,0.28284271247461906,0.28284271247461906,302.08472453002554,29.244666814616043,266.9847484843501,376.54275245458484,294.7003502547306,130.26644999026684,39.92143580617408,79.66304312329524,250.73078139832202,122.27808626735964,1606.6207819949605,44.922294349160545,1477.136233433611,1692.9941282548486,1615.7685506222583,199.80910945733388,27.42845095368809,175.6016354560852,258.2380669116974,182.60834622383118,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.9,Level-4,Moderate-II,30,30,30,20780704,20780733,21.48782691991652,0.4652080587175649,20.82217177870806,23.175641516399008,21.43335007288998,8.620511318123874,8.892324871274923,4.552586133006954,54.19507703019538,6.152326688897713,0.2591483465847631,0.029019553104476983,0.223606797749979,0.28284271247461906,0.28284271247461906,299.0828354637775,33.24096462914048,258.5393046609918,404.0578497188768,290.6765874457189,125.86671998736178,46.58843874166019,86.63994233144813,354.48445971281876,111.97642302235882,1628.122003043405,31.858241957252194,1550.086557870607,1694.4853720455517,1624.96926390705,199.57297407786052,22.349714012960426,174.0147156715393,261.5054097175598,196.4963287115097,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,1.0,Level-4,Moderate-II,30,30,30,20780704,20780733,21.148339070958933,0.6371772925075394,20.572528562563345,24.34957333426798,21.04129098807105,132.67449097444128,460.786240232339,4.159301486565561,2580.385345327795,17.022013779115568,0.23150491971326437,0.02013633900576386,0.223606797749979,0.28284271247461906,0.223606797749979,274.13550061575904,22.5294541463044,250.89537502489392,334.492455392682,266.38518471901455,103.7408791502312,31.603949936632628,67.88098513298908,209.14510016032023,95.76297745829197,1601.7327676087586,35.11798725930001,1531.0169265246425,1674.2639595221958,1598.8326313612215,176.50898893674216,18.80247330068958,135.8565526008606,209.0224871635437,172.6348558664322,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.0,Level-5,Hard,30,30,30,20800704,20800733,25.394551557821167,0.6612140016746039,24.4218660500123,27.004830845511282,25.236802804945064,141.71123016689324,239.91468349374057,11.11487763810432,1337.6603556743892,61.38703374209367,0.20000000000000007,5.551115123125783e-17,0.2,0.2,0.2,741.211023051715,53.54295349037562,631.6192461868761,856.7928537561431,735.5812694200372,408.72410369300513,62.22963197298254,306.1329407108043,533.7786468402095,408.3818295572003,4135.270042280454,81.49859029249829,4002.150875353621,4329.011509406028,4139.925507756432,277.7429058392843,7.486483688215987,267.54220151901245,291.9698510169983,273.96269631385803,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.25,Level-5,Hard,30,30,30,20800704,20800733,26.620545262744574,1.7277279523916291,24.152101684633102,32.28257401813545,26.194763498249493,569.8232981823919,1723.359718087466,19.788448064235613,9195.394966193544,76.1127838017799,0.1980473785412437,0.010515188361350328,0.14142135623730953,0.2,0.2,821.6515321156676,64.92029744620082,681.9119267333053,939.6126662418803,828.9967534213249,442.87958116941314,94.96292110755215,282.7196578946199,685.7777046580827,432.87273795122246,4116.412901301621,107.43526270913287,3920.3677955084268,4370.964139177665,4114.901148087627,258.6222354491552,43.54972835497721,196.74017024040222,305.17619132995605,274.8387825489044,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.5,Level-5,Hard,30,30,30,20800704,20800733,26.431738953931635,1.249290228019157,24.688365217075944,29.00444707854861,26.222312784752326,415.3813931991192,1459.2690591625192,10.239221777213984,8193.22805724832,63.37176336984911,0.19471404520791039,0.02048838529765561,0.1,0.2,0.2,805.1958903369951,75.46600515567333,693.3426940039365,1005.9989326635359,795.5029254721537,441.02666441582613,111.62519282142023,301.73868889786195,716.7313362367132,397.93383382337373,4094.2479555639165,92.7516523125529,3949.8175009511738,4287.92254412438,4074.362954443379,195.08728094895682,1.4388160673740125,192.60997700691223,198.21671891212463,195.07637214660645,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.7,Level-5,Hard,30,30,30,20800704,20800733,26.789413576527224,1.8452559199532075,24.499502576215068,33.57289479811549,26.279067759049408,314.10524325826924,508.6297225225627,22.67195860386182,2004.0807277490953,84.31907135692465,0.19471404520791039,0.02048838529765561,0.1,0.2,0.2,830.4153950910662,140.3128294128221,691.412695326276,1450.5105418111289,808.3426269288761,501.95291440012784,213.7084408312606,316.4716753165977,1470.3563225052646,423.0337632632528,4124.852947297299,107.30796554265144,3779.457300766778,4303.332926373348,4120.58469116822,196.6954928477605,2.5601201032436856,191.4413824081421,200.65506672859192,196.68290674686432,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,0.9,Level-5,Hard,30,30,30,20800704,20800733,26.80053990943521,1.5428047512458891,24.26298632085488,32.34927502937733,26.73562420539385,3791.087577958488,18606.670358891555,12.33184295967958,103917.2238973499,64.4525821801943,0.19609475708248736,0.014612081009458008,0.14142135623730953,0.2,0.2,820.8307071960535,79.59420839151724,648.9481956024385,1029.7113533097288,813.2483198343364,475.9777632230855,106.29942688882333,292.83465724354903,717.7129973587472,484.2670878356545,4091.5521921209156,80.67663282754845,3951.382169159404,4232.14001507912,4084.0074432526803,304.1089946826299,43.46496756460386,241.5559422969818,360.3518919944763,318.00203943252563,0,0.0,0.0
rho,A* Seed Ratio,seed_ratio,1.0,Level-5,Hard,30,30,30,20800704,20800733,27.08961653153773,1.5440882181064965,24.70471413598784,30.9901529548459,27.089236779653625,644.572178898437,1396.9794442782572,14.507517802806756,6166.155346589756,119.59784628409622,0.19138071187457703,0.026584891493355425,0.1,0.2,0.2,971.3472913739002,761.8301485023173,673.9371002918506,5055.0455669982275,838.6413608201603,595.9531089780266,575.3278503255235,338.38101174247987,3647.12511390095,482.67457269165266,4083.7304375089225,99.6734024541315,3889.01214810607,4299.866894093275,4085.936725554161,322.7069124937058,10.514883904251956,308.95925521850586,347.04609060287476,318.3687549829483,0,0.0,0.0
